Cation,Anion,target
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006401
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00524
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00402
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.009066
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00594
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.009131
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.005455
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006484
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006287
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006606
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00528
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00495
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.005711
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00397
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00524
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00508
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006839
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00651
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.004207
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0051
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.004712
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.009136
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00582
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006221
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00478
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006716
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006546
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00572
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.004426
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.005259
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.004691
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00552
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.009407
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00593
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.008483
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006689
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.005948
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00072
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.000791
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00216
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00121
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.003792
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.01
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007781
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007796
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.006853
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005994
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00772
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005954
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00392
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.006449
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007773
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00411
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005515
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00296
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00472
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005878
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00559
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007405
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00388
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00148
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005825
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.006628
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00575
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.003966
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.006774
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00507
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00401
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007892
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007405
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00602
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00894
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00423
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007448
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.004899
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.004773
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.002773
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005941
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.002854
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.0044
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00378
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.004857
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00631
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007961
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005327
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007252
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.01
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00098
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.000811
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.009374
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.007644
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.007771
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.006683
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.005736
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.007983
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00438
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.006773
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.005865
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00466
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.003996
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.004315
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.006058
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.006023
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.007889
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.006501
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.0042
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00384
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00769
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00625
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00516
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.004368
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.009657
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.005201
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.004393
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.006332
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.007236
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.0098
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.0042
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.008576
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.007551
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00462
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.008902
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.005978
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00528
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00476
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.005354
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.003544
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00468
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.0045
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00511
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.006151
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.006637
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.006909
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.00511
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00891
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00609
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.022
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00823
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0127
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00554
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00485
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.004316
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.000778
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0255
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00441
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.000929
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00374
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.005792
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00577
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00419
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00395
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0037
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.000678
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.004251
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00398
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00331
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.009709
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00466
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.001445
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00379
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0327
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.1
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00383
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00536
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00339
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00355
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.007459
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00831
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.00418
