Cation,Anion,target
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00356
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00449
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00541
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.000779
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00529
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00391
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.0084
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00322
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00939
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00846
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00437
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.0204
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,0.00424
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,Cl[Fe-](Cl)(Cl)Cl,1.069
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,>0.1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,0.0013
CN(C)c1ccc([P+](CCCI)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[I-],8.3e-05
CN(C)c1ccc([P+](CCCI)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[I-],8.3e-05
CN(C)c1ccc([P+](CCCI)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[I-],8.3e-05
CN(C)c1ccc([P+](CCCI)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[I-],1.67e-05
CN(C)c1ccc([P+](CCCI)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[I-],1.67e-05
CN(C)c1ccc([P+](CCCI)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[I-],1.67e-05
CN(C)c1ccc([P+](CCCCC(=O)NN)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[Cl-],0.048
CN(C)c1ccc([P+](CCCCC(=O)NN)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[Cl-],0.0287
CN(C)c1ccc([P+](CCCCC(=O)NN)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[Cl-],0.0028
CN(C)c1ccc([P+](CCCCC(=O)NN)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[Cl-],0.01
CN(C)c1ccc([P+](CCCCC(=O)NN)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[Cl-],0.0132
CN(C)c1ccc([P+](CCCCC(=O)NN)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[Cl-],0.0095
CN(C)c1ccc([P+](CCCCC(=O)NN)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[Cl-],0.0017
CN(C)c1ccc([P+](CCCCC(=O)NN)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,[Cl-],0.00119
C=C(C[P+](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)OC,[Br-],0.047
C=C(C[P+](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)OC,[Br-],0.0911
C=C(C[P+](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)OC,[Br-],>0.100
C=C(C[P+](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)OC,[Br-],0.019
C=C(C[P+](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)OC,[Br-],0.0619
C=C(C[P+](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)OC,[Br-],0.0739
CCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0513
CCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.086
CCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0111
CCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0517
CCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.014
CCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0147
CCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.074
CCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0438
CCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0173
CCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.01
CCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0138
CCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0167
CCCCCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0144
CCCCCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0537
CCCCCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0544
CCCCCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.05
CCCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0412
CCCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.013
CCCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0155
CCCCCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0345
CCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0124
CCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0112
CCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0493
CCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0145
CCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0782
CCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0106
CCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.091
CCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0327
CCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],>0.1
CCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0414
CCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.022
CCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0276
CCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.0349
CCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],0.117
CCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0261
CCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,0.0815
CN/C(=C\[N+](=O)O)NCCSCc1ccc(CN(C)C)o1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,0.631
COC(=O)[C@H](C)[NH3+],O=[N+]([O-])[O-],20
C[N+](C)(C)CC(=O)O,O=C([O-])c1ccccc1O,5.4
C[N+](C)(C)CC(=O)O,O=C([O-])c1ccccc1O,9.91
CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,0.875
CC[NH+](CC)CCOC(=O)c1ccc(N)cc1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.304
CCOC(=O)C[NH3+],O=[N+]([O-])[O-],20
CCOCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2
CCOCC[N+](C)(C)CC,[Cl-],>20
CCCCC(CC)C[N+](C)(C)CCNC(=O)CO,[Br-],0.88
CCCCC(CC)C[N+](C)(C)CCNC(=O)CO,[Br-],0.88
CCCCC(CC)C[N+](C)(C)CCNC(=O)CO,[Br-],0.88
CCCCCC(=O)NCC[N+](C)(C)CC(CC)CCCC,[Br-],1.18
CCCCCC(=O)NCC[N+](C)(C)CC(CC)CCCC,[Br-],1.18
CCCCCC(=O)NCC[N+](C)(C)CC(CC)CCCC,[Br-],1.18
CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.24
CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.087
CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.47
CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],0.87
CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],0.83
CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],1.12
CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5
CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.51
CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.12
CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],1.81
CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],0.71
CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],1.09
[NH3+]CCO,O=C([O-])CO,1.7
[NH3+]CCO,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],0.01512
[NH3+]CCO,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],0.03567
[NH3+]CCO,CC(O)C(=O)[O-],0.06613
[NH3+]CCO,CC(O)C(=O)[O-],0.3721
[NH3+]CCO,CC(=O)[O-],2.5
[NH3+]CCO,CC(=O)[O-],0.1423
[NH3+]CCO,CC(=O)[O-],0.1938
[NH3+]CCO,O=C([O-])CCCCC(=O)[O-],0.02054
[NH3+]CCO,O=C([O-])CCCCC(=O)[O-],0.09152
[NH3+]CCO,O=C[O-],~0.4
[NH3+]CCO,O=C[O-],0.09197
[NH3+]CCO,O=C[O-],0.1956
O=[N+]([O-])[O-],[NH3+]CCO,<0.4
[NH3+]CCO,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],<0.5
[NH3+]CCO,CCC(=O)[O-],0.05879
[NH3+]CCO,CCC(=O)[O-],0.06678
C[NH2+]CCO,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],<0.5
COC(=O)C[NH3+],O=[N+]([O-])[O-],35
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)Cc1ccc2c(c1)OCO2,CC(=O)[O-],0.0235
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)Cc1ccc2c(c1)OCO2,O=S(=O)([O-])C(F)(F)F,0.0172
OCC[NH2+]CCO,O=C([O-])c1ccccc1O,0.00891
OCC[NH2+]CCO,O=C([O-])c1ccccc1O,0.04823
OCC[NH2+]CCO,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],0.01907
OCC[NH2+]CCO,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],0.03692
OCC[NH2+]CCO,CC(O)C(=O)[O-],0.04124
OCC[NH2+]CCO,CC(O)C(=O)[O-],0.08854
OCC[NH2+]CCO,CC(=O)[O-],0.9
OCC[NH2+]CCO,CC(=O)[O-],0.02598
OCC[NH2+]CCO,CC(=O)[O-],0.1784
OCC[NH2+]CCO,O=C([O-])CCCCC(=O)[O-],0.02877
OCC[NH2+]CCO,O=C([O-])CCCCC(=O)[O-],0.07554
OCC[NH2+]CCO,O=C([O-])c1ccccc1,0.02911
OCC[NH2+]CCO,O=C([O-])c1ccccc1,0.05448
OCC[NH2+]CCO,O=C([O-])C=CC(=O)[O-],0.03476
OCC[NH2+]CCO,O=C([O-])C=CC(=O)[O-],0.1438
OCC[NH2+]CCO,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],0.5
CC[NH3+],O=C([O-])CO,1.3
CC[NH3+],CC(=O)[O-],2.4
CC[NH3+],O=C[O-],<0.4
CC[NH3+],O=[N+]([O-])[O-],<0.4
CC[NH+](CC)Cc1ccc(CCl)o1,[Cl-],5.35
CCCC[NH2+]Cc1ccc(CO)o1,[Cl-],22.4
OCc1ccc(C[NH2+]C2CCCCC2)o1,[Cl-],9.97
CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O,[Br-],0.02562
CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O,[Br-],>0.05
CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O,[Br-],0.02291
CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O,[Br-],0.02174
CCCCCCCCCCOc1cc(OC)c2c(c1)C(=O)c1cc(C[N+](C)(CCCCCCCCC)CCCCCCCCC)cc(OC)c1C2=O,[Br-],0.00525
CCCCCCCCCCOc1cc(OC)c2c(c1)C(=O)c1cc(C[N+](C)(CCCCCCCCC)CCCCCCCCC)cc(OC)c1C2=O,[Br-],0.00846
CCCCCCCCCCOc1cc(OC)c2c(c1)C(=O)c1cc(C[N+](C)(CCCCCCCCC)CCCCCCCCC)cc(OC)c1C2=O,[Br-],0.00734
CCCCCCCCCCOc1cc(OC)c2c(c1)C(=O)c1cc(C[N+](C)(CCCCCCCCC)CCCCCCCCC)cc(OC)c1C2=O,[Br-],0.00935
CCCCCCCCC[N+](C)(CCCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.00362
CCCCCCCCC[N+](C)(CCCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.00592
CCCCCCCCC[N+](C)(CCCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.0069
CCCCCCCCC[N+](C)(CCCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.01161
CCCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.00175
CCCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.00379
CCCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.00471
CCCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.01217
CCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.00298
CCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.00502
CCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.00857
CCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O,[Br-],0.0086
CCCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.99
CCCC[N+](C)(C)CCO,[Br-],28.6
CCCCCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.28
CCCCCC[N+](C)(C)CCO,[Br-],10.7
CCCCCCCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.8
CCCCCCCC[N+](C)(C)CCO,[Br-],1.12
CC[N+](C)(C)CC#N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.3
CC[N+](C)(C)CC#N,[Cl-],>20
CCOC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.3
CCOC[N+](C)(C)CC,[Cl-],3.9
CCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.51
CCCC[N+](CC)(CC)CC,[Br-],8
CCCCCCCC[N+](CC)(CC)CC,[Br-],0.33
C=CC[N+](CC)(CC)CC,[Cl-],6.41
CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.183
CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.299
CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.313
CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.22
CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>2.52
CCCC[N+](C)(C)C,CS(=O)(=O)[O-],>4.7322
CCCCCCCCCCCCCC[N+](C)(C)C,[Br-],0.00578
CCCCCCCCCCCCCC[N+](C)(C)C,[Br-],0.04
CCCCCC[N+](C)(CCO)CCO,CC(=O)[O-],24.2
CCCCCC[N+](C)(CCO)CCO,CC(=O)NC(C)C(=O)[O-],26.3
CCCC[N+](C)(CCCC)CCCC,CC(=O)[O-],9.8
CCCC[N+](C)(CCCC)CCCC,CS(=O)(=O)[O-],1.2522
CC[N+](CC)(CC)CSC,[Cl-],>0.5
CC[N+](CC)(CC)CSC,[Cl-],>0.5
CC[N+](CC)(CC)CSC,[Cl-],>0.5
CC[N+](CC)(CC)CSC,[Cl-],>0.5
CC[N+](CC)(CC)CSC,[Cl-],>0.5
CC[N+](CC)(CC)CSC,[Cl-],>0.5
CC[N+](C)(CC)CC,COS(=O)(=O)[O-],>4.40
CCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],2.18
CCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],1.88
CCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],1.54
CCCCCCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],0.1
CCCCCCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],0.21
CCCCCCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],0.18
CCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],0.26
CCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],0.095
CCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],0.15
CCCCCCCC[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],1.27
CCCCCCCC[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],1.77
CCCCCCCC[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[Br-],2
ClCc1ccc(C[NH2+]Cc2ccccc2)o1,[Cl-],1.06
OCc1ccc(C[NH2+]Cc2ccccc2)o1,[Cl-],8.8
OCc1ccc(C[NH2+]Cc2ccccc2)o1,O=P([O-])(O)O,6.1
OCc1ccc(C[NH2+]Cc2ccccc2)o1,O=S(=O)([O-])[O-],1.56
CC[N+](CC)(CC)Cc1ccccc1,[Br-],5.29
CSC[N+](C)(C)Cc1ccccc1,[Cl-],>0.5
CSC[N+](C)(C)Cc1ccccc1,[Cl-],>0.5
CSC[N+](C)(C)Cc1ccccc1,[Cl-],>0.5
